site_id,date,precip
henan_north,2024-01-01,0.0
henan_north,2024-01-02,0.0
henan_north,2024-01-03,0.0
henan_north,2024-01-04,0.0
henan_north,2024-01-05,0.0
henan_north,2024-01-06,0.0
henan_north,2024-01-07,0.0
henan_north,2024-01-08,0.0
henan_north,2024-01-09,0.0
henan_north,2024-01-10,0.0
henan_north,2024-01-11,0.0
henan_north,2024-01-12,0.0
henan_north,2024-01-13,0.0
henan_north,2024-01-14,0.0
henan_north,2024-01-15,2.7899999618530273
henan_north,2024-01-16,3.819999933242798
henan_north,2024-01-17,0.699999988079071
henan_north,2024-01-18,0.019999999552965164
henan_north,2024-01-19,0.019999999552965164
henan_north,2024-01-20,0.0
henan_north,2024-01-21,0.20999999344348907
henan_north,2024-01-22,0.009999999776482582
henan_north,2024-01-23,0.0
henan_north,2024-01-24,0.0
henan_north,2024-01-25,0.0
henan_north,2024-01-26,0.0
henan_north,2024-01-27,0.0
henan_north,2024-01-28,0.0
henan_north,2024-01-29,0.0
henan_north,2024-01-30,0.0
henan_north,2024-01-31,0.6499999761581421
henan_north,2024-02-01,1.9800000190734863
henan_north,2024-02-02,0.8199999928474426
henan_north,2024-02-03,0.23999999463558197
henan_north,2024-02-04,1.5700000524520874
henan_north,2024-02-05,0.009999999776482582
henan_north,2024-02-06,0.0
henan_north,2024-02-07,0.0
henan_north,2024-02-08,0.0
henan_north,2024-02-09,0.0
henan_north,2024-02-10,0.11999999731779099
henan_north,2024-02-11,0.0
henan_north,2024-02-12,0.0
henan_north,2024-02-13,0.0
henan_north,2024-02-14,0.6000000238418579
henan_north,2024-02-15,0.0
henan_north,2024-02-16,0.0
henan_north,2024-02-17,0.0
henan_north,2024-02-18,1.4900000095367432
henan_north,2024-02-19,1.5199999809265137
henan_north,2024-02-20,9.59000015258789
henan_north,2024-02-21,1.7599999904632568
henan_north,2024-02-22,0.03999999910593033
henan_north,2024-02-23,0.10000000149011612
henan_north,2024-02-24,0.20000000298023224
henan_north,2024-02-25,0.0
henan_north,2024-02-26,0.0
henan_north,2024-02-27,0.0
henan_north,2024-02-28,0.0
henan_north,2024-02-29,0.25
henan_north,2024-03-01,0.8600000143051147
henan_north,2024-03-02,0.0
henan_north,2024-03-03,0.0
henan_north,2024-03-04,0.05999999865889549
henan_north,2024-03-05,0.1599999964237213
henan_north,2024-03-06,0.3700000047683716
henan_north,2024-03-07,0.0
henan_north,2024-03-08,0.0
henan_north,2024-03-09,0.0
henan_north,2024-03-10,0.0
henan_north,2024-03-11,0.0
henan_north,2024-03-12,0.0
henan_north,2024-03-13,0.6700000166893005
henan_north,2024-03-14,0.0
henan_north,2024-03-15,0.17000000178813934
henan_north,2024-03-16,0.0
henan_north,2024-03-17,0.0
henan_north,2024-03-18,0.0
henan_north,2024-03-19,0.0
henan_north,2024-03-20,0.0
henan_north,2024-03-21,0.0
henan_north,2024-03-22,0.0
henan_north,2024-03-23,1.1699999570846558
henan_north,2024-03-24,8.869999885559082
henan_north,2024-03-25,1.5
henan_north,2024-03-26,0.0
henan_north,2024-03-27,0.0
henan_north,2024-03-28,0.009999999776482582
henan_north,2024-03-29,0.0
henan_north,2024-03-30,0.0
henan_north,2024-03-31,0.0
henan_north,2024-04-01,0.41999998688697815
henan_north,2024-04-02,3.2300000190734863
henan_north,2024-04-03,0.8299999833106995
henan_north,2024-04-04,0.0
henan_north,2024-04-05,0.0
henan_north,2024-04-06,0.0
henan_north,2024-04-07,0.0
henan_north,2024-04-08,0.0
henan_north,2024-04-09,0.0
henan_north,2024-04-10,0.0
henan_north,2024-04-11,0.0
henan_north,2024-04-12,0.0
henan_north,2024-04-13,0.10999999940395355
henan_north,2024-04-14,15.789999961853027
henan_north,2024-04-15,0.0
henan_north,2024-04-16,0.0
henan_north,2024-04-17,0.0
henan_north,2024-04-18,0.0
henan_north,2024-04-19,2.440000057220459
henan_north,2024-04-20,0.0
henan_north,2024-04-21,0.0
henan_north,2024-04-22,0.18000000715255737
henan_north,2024-04-23,0.0
henan_north,2024-04-24,0.0
henan_north,2024-04-25,0.0
henan_north,2024-04-26,0.0
henan_north,2024-04-27,0.0
henan_north,2024-04-28,0.0
henan_north,2024-04-29,0.0
henan_north,2024-04-30,0.6399999856948853
henan_north,2024-05-01,0.0
henan_north,2024-05-02,0.0
henan_north,2024-05-03,0.0
henan_north,2024-05-04,0.7699999809265137
henan_north,2024-05-05,0.14000000059604645
henan_north,2024-05-06,0.009999999776482582
henan_north,2024-05-07,0.019999999552965164
henan_north,2024-05-08,0.0
henan_north,2024-05-09,0.0
henan_north,2024-05-10,0.0
henan_north,2024-05-11,0.0
henan_north,2024-05-12,0.0
henan_north,2024-05-13,0.0
henan_north,2024-05-14,0.0
henan_north,2024-05-15,0.0
henan_north,2024-05-16,0.0
henan_north,2024-05-17,0.0
henan_north,2024-05-18,0.0
henan_north,2024-05-19,0.0
henan_north,2024-05-20,0.009999999776482582
henan_north,2024-05-21,0.0
henan_north,2024-05-22,0.0
henan_north,2024-05-23,0.0
henan_north,2024-05-24,0.0
henan_north,2024-05-25,4.139999866485596
henan_north,2024-05-26,7.75
henan_north,2024-05-27,0.0
henan_north,2024-05-28,0.0
henan_north,2024-05-29,0.0
henan_north,2024-05-30,0.0
henan_north,2024-05-31,0.0
henan_north,2024-06-01,0.0
henan_north,2024-06-02,0.0
henan_north,2024-06-03,0.0
henan_north,2024-06-04,0.0
henan_north,2024-06-05,0.0
henan_north,2024-06-06,0.009999999776482582
henan_north,2024-06-07,0.0
henan_north,2024-06-08,0.0
henan_north,2024-06-09,0.0
henan_north,2024-06-10,0.009999999776482582
henan_north,2024-06-11,0.0
henan_north,2024-06-12,0.0
henan_north,2024-06-13,1.2799999713897705
henan_north,2024-06-14,0.0
henan_north,2024-06-15,0.0
henan_north,2024-06-16,14.029999732971191
henan_north,2024-06-17,0.0
henan_north,2024-06-18,0.0
henan_north,2024-06-19,0.0
henan_north,2024-06-20,0.0
henan_north,2024-06-21,14.760000228881836
henan_north,2024-06-22,0.0
henan_north,2024-06-23,0.0
henan_north,2024-06-24,0.0
henan_north,2024-06-25,0.0
