site_id,date,precip
ningxia_irrigation,2024-01-01,0.0
ningxia_irrigation,2024-01-02,0.019999999552965164
ningxia_irrigation,2024-01-03,0.0
ningxia_irrigation,2024-01-04,0.0
ningxia_irrigation,2024-01-05,0.0
ningxia_irrigation,2024-01-06,0.0
ningxia_irrigation,2024-01-07,0.0
ningxia_irrigation,2024-01-08,0.0
ningxia_irrigation,2024-01-09,0.0
ningxia_irrigation,2024-01-10,0.0
ningxia_irrigation,2024-01-11,0.0
ningxia_irrigation,2024-01-12,0.0
ningxia_irrigation,2024-01-13,0.0
ningxia_irrigation,2024-01-14,0.0
ningxia_irrigation,2024-01-15,0.0
ningxia_irrigation,2024-01-16,0.0
ningxia_irrigation,2024-01-17,0.0
ningxia_irrigation,2024-01-18,2.009999990463257
ningxia_irrigation,2024-01-19,0.10000000149011612
ningxia_irrigation,2024-01-20,0.09000000357627869
ningxia_irrigation,2024-01-21,0.019999999552965164
ningxia_irrigation,2024-01-22,0.0
ningxia_irrigation,2024-01-23,0.0
ningxia_irrigation,2024-01-24,0.0
ningxia_irrigation,2024-01-25,0.0
ningxia_irrigation,2024-01-26,0.009999999776482582
ningxia_irrigation,2024-01-27,0.0
ningxia_irrigation,2024-01-28,0.0
ningxia_irrigation,2024-01-29,0.0
ningxia_irrigation,2024-01-30,0.0
ningxia_irrigation,2024-01-31,0.1899999976158142
ningxia_irrigation,2024-02-01,0.12999999523162842
ningxia_irrigation,2024-02-02,2.5799999237060547
ningxia_irrigation,2024-02-03,0.800000011920929
ningxia_irrigation,2024-02-04,0.07000000029802322
ningxia_irrigation,2024-02-05,0.0
ningxia_irrigation,2024-02-06,0.0
ningxia_irrigation,2024-02-07,0.029999999329447746
ningxia_irrigation,2024-02-08,0.0
ningxia_irrigation,2024-02-09,0.0
ningxia_irrigation,2024-02-10,0.0
ningxia_irrigation,2024-02-11,0.0
ningxia_irrigation,2024-02-12,0.0
ningxia_irrigation,2024-02-13,0.0
ningxia_irrigation,2024-02-14,0.0
ningxia_irrigation,2024-02-15,0.0
ningxia_irrigation,2024-02-16,0.0
ningxia_irrigation,2024-02-17,0.0
ningxia_irrigation,2024-02-18,0.019999999552965164
ningxia_irrigation,2024-02-19,0.019999999552965164
ningxia_irrigation,2024-02-20,3.25
ningxia_irrigation,2024-02-21,1.5700000524520874
ningxia_irrigation,2024-02-22,0.27000001072883606
ningxia_irrigation,2024-02-23,0.0
ningxia_irrigation,2024-02-24,0.0
ningxia_irrigation,2024-02-25,0.009999999776482582
ningxia_irrigation,2024-02-26,0.07000000029802322
ningxia_irrigation,2024-02-27,0.07999999821186066
ningxia_irrigation,2024-02-28,0.2800000011920929
ningxia_irrigation,2024-02-29,0.46000000834465027
ningxia_irrigation,2024-03-01,0.03999999910593033
ningxia_irrigation,2024-03-02,0.0
ningxia_irrigation,2024-03-03,0.0
ningxia_irrigation,2024-03-04,0.07000000029802322
ningxia_irrigation,2024-03-05,0.07000000029802322
